application_id,job_id,candidate_id,selected,match_score,application_date
APP0008839,JOB0086911,CAND0027228,0,0.32,2025-10-17
APP0021212,JOB0056190,CAND0109225,1,0.32,2025-12-11
APP0164256,JOB0084408,CAND0026791,0,0.41,2025-02-10
APP0150666,JOB0148891,CAND0035052,1,0.265,2025-03-10
APP0011965,JOB0110674,CAND0133139,1,0.72,2025-11-24
APP0057816,JOB0107455,CAND0069666,0,0.38,2025-04-16
APP0086555,JOB0142603,CAND0028134,1,0.41,2025-06-16
APP0052845,JOB0037171,CAND0166053,0,0.14,2025-05-08
APP0144245,JOB0012869,CAND0154524,0,0.35,2025-07-17
APP0147946,JOB0024373,CAND0166082,0,0.14,2025-12-24
APP0191080,JOB0142738,CAND0062164,0,0.2,2025-08-21
APP0081071,JOB0094306,CAND0030426,0,0.23,2026-02-05
APP0198893,JOB0119601,CAND0178203,0,0.331,2025-10-03
APP0177874,JOB0123036,CAND0075528,1,0.523,2025-09-19
APP0070889,JOB0144979,CAND0063259,0,0.43,2025-04-25
APP0136377,JOB0127966,CAND0078675,0,0.44,2025-12-09
APP0033146,JOB0058114,CAND0065616,1,0.41,2025-11-17
APP0148876,JOB0014143,CAND0171791,1,0.38,2025-04-19
APP0064941,JOB0063254,CAND0002008,0,0.14,2025-07-11
APP0094505,JOB0034466,CAND0113911,0,0.41,2025-04-17
APP0099503,JOB0102648,CAND0195648,1,0.32,2025-07-05
APP0127372,JOB0137535,CAND0078699,0,0.29,2025-05-31
APP0154941,JOB0127666,CAND0003103,1,0.33,2025-07-16
APP0127512,JOB0003311,CAND0190992,0,0.332,2025-11-28
APP0112546,JOB0040757,CAND0046090,0,0.33,2025-04-30
APP0102022,JOB0006319,CAND0039725,1,0.44,2025-03-19
APP0102926,JOB0093578,CAND0152093,0,0.24,2025-05-23
APP0045773,JOB0127408,CAND0090578,0,0.35,2026-01-08
APP0042917,JOB0011046,CAND0093225,0,0.32,2025-07-19
APP0146370,JOB0079222,CAND0130974,1,0.36,2025-08-12
APP0122822,JOB0079821,CAND0199771,0,0.2,2025-03-23
APP0156958,JOB0078743,CAND0151385,0,0.532,2025-04-22
APP0076130,JOB0074807,CAND0016134,1,0.38,2025-05-10
APP0132333,JOB0087548,CAND0189874,0,0.41,2025-04-18
APP0177068,JOB0000896,CAND0070427,1,0.32,2025-04-10
APP0029506,JOB0144891,CAND0174131,1,0.59,2025-03-16
APP0065713,JOB0119170,CAND0098551,0,0.29,2025-11-10
APP0137365,JOB0102290,CAND0053790,0,0.14,2025-04-27
APP0195957,JOB0099440,CAND0024508,0,0.29,2025-12-29
APP0054203,JOB0066470,CAND0017456,0,0.44,2025-07-18
APP0029967,JOB0069065,CAND0072779,0,0.17,2025-07-26
APP0052135,JOB0092320,CAND0075445,0,0.5,2025-07-05
APP0065836,JOB0124948,CAND0173045,1,0.23,2025-11-05
APP0171235,JOB0058770,CAND0158270,0,0.32,2025-08-21
APP0135319,JOB0081856,CAND0131448,0,0.38,2025-12-21
APP0116758,JOB0133388,CAND0168842,1,0.307,2025-08-12
APP0045509,JOB0055232,CAND0086233,0,0.26,2025-09-23
APP0056320,JOB0131269,CAND0172895,0,0.14,2025-10-29
APP0167357,JOB0085398,CAND0154225,0,0.32,2025-04-19
APP0075850,JOB0140458,CAND0077049,0,0.23,2025-02-13
APP0019592,JOB0089246,CAND0071397,0,0.14,2025-06-03
APP0074174,JOB0016082,CAND0199959,0,0.14,2025-02-18
APP0020109,JOB0000766,CAND0127388,1,0.2,2025-06-05
APP0023725,JOB0035873,CAND0036460,1,0.35,2025-10-08
APP0116368,JOB0063796,CAND0188815,1,0.39,2025-12-16
APP0032009,JOB0135806,CAND0008511,0,0.44,2025-04-24
APP0063091,JOB0022386,CAND0157896,0,0.493,2026-01-05
APP0199095,JOB0065764,CAND0172390,0,0.17,2025-09-03
APP0058741,JOB0056633,CAND0118274,1,0.41,2025-03-01
APP0189623,JOB0149946,CAND0062638,0,0.29,2025-09-29
APP0117078,JOB0028034,CAND0137770,0,0.2,2025-04-13
APP0079118,JOB0144745,CAND0199351,0,0.14,2025-04-23
APP0050995,JOB0079745,CAND0120268,0,0.35,2025-02-16
APP0022824,JOB0143705,CAND0167731,0,0.185,2025-05-26
APP0191265,JOB0022704,CAND0191839,0,0.41,2025-11-14
APP0180001,JOB0021495,CAND0032738,0,0.14,2025-06-20
APP0104617,JOB0118299,CAND0139439,0,0.75,2025-12-15
APP0124097,JOB0089837,CAND0138823,1,0.34,2025-02-07
APP0185435,JOB0010608,CAND0199331,0,0.403,2025-02-26
APP0116030,JOB0111293,CAND0154909,0,0.23,2025-10-28
APP0132043,JOB0065998,CAND0133141,0,0.366,2025-10-24
APP0027638,JOB0098810,CAND0062940,0,0.457,2025-11-07
APP0183744,JOB0026528,CAND0186112,0,0.202,2025-03-15
APP0048279,JOB0027609,CAND0127256,0,0.455,2025-10-03
APP0154703,JOB0109986,CAND0082432,0,0.17,2026-01-05
APP0146661,JOB0045917,CAND0024420,1,0.32,2026-01-23
APP0180722,JOB0012127,CAND0069568,0,0.19,2025-06-08
APP0094970,JOB0071674,CAND0035161,0,0.37,2025-03-24
APP0151502,JOB0094491,CAND0033462,0,0.23,2025-08-10
APP0020456,JOB0005828,CAND0063767,1,0.35,2025-11-30
APP0198538,JOB0045814,CAND0180965,0,0.32,2026-01-04
APP0012331,JOB0088093,CAND0064258,1,0.41,2025-03-28
APP0072346,JOB0024080,CAND0026759,1,0.422,2025-06-28
APP0085646,JOB0046275,CAND0134759,0,0.271,2025-10-10
APP0148630,JOB0078666,CAND0142545,0,0.23,2025-06-14
APP0109247,JOB0066441,CAND0025771,0,0.14,2025-07-27
APP0069244,JOB0017320,CAND0071127,0,0.32,2025-04-17
APP0090351,JOB0009577,CAND0030121,0,0.26,2025-04-23
APP0132879,JOB0079469,CAND0179542,0,0.35,2025-11-07
APP0187127,JOB0121618,CAND0061472,0,0.14,2025-12-18
APP0149568,JOB0048213,CAND0107367,1,0.23,2026-02-02
APP0126007,JOB0140690,CAND0150392,0,0.26,2025-08-23
APP0067625,JOB0089822,CAND0159889,0,0.14,2025-02-15
APP0169779,JOB0092290,CAND0099158,0,0.14,2025-10-30
APP0022122,JOB0029308,CAND0184732,0,0.23,2026-01-26
APP0028112,JOB0134848,CAND0078910,0,0.14,2025-09-12
APP0099871,JOB0148998,CAND0039843,0,0.32,2025-06-17
APP0015257,JOB0025906,CAND0006829,0,0.14,2026-02-02
APP0075513,JOB0046612,CAND0169194,0,0.29,2025-11-15
APP0128809,JOB0124440,CAND0053750,0,0.14,2025-06-06
APP0112965,JOB0035401,CAND0075908,0,0.14,2025-05-13
APP0188885,JOB0107854,CAND0008558,1,0.23,2025-09-06
APP0163789,JOB0078274,CAND0064038,1,0.24,2025-12-10
APP0021909,JOB0002066,CAND0130968,0,0.427,2025-12-15
APP0145543,JOB0070602,CAND0122760,1,0.29,2025-04-10
APP0107735,JOB0069202,CAND0048750,1,0.29,2025-05-13
APP0072467,JOB0129861,CAND0043374,1,0.14,2025-07-06
APP0006235,JOB0058833,CAND0180054,0,0.14,2025-03-13
APP0040908,JOB0065368,CAND0108412,0,0.32,2025-06-01
APP0111986,JOB0128991,CAND0047656,0,0.47,2025-09-23
APP0073195,JOB0142085,CAND0176587,0,0.14,2025-12-20
APP0059287,JOB0021078,CAND0111452,0,0.14,2025-07-22
APP0100289,JOB0119779,CAND0160978,0,0.38,2025-12-31
APP0061810,JOB0026434,CAND0046763,1,0.38,2025-09-15
APP0150293,JOB0075985,CAND0162250,1,0.44,2025-03-08
APP0056254,JOB0069295,CAND0159929,0,0.2,2025-08-04
APP0138114,JOB0092901,CAND0000344,0,0.493,2025-10-11
APP0028615,JOB0141300,CAND0093806,0,0.35,2025-12-11
APP0195763,JOB0050956,CAND0007436,1,0.32,2025-11-29
APP0154118,JOB0005552,CAND0108190,0,0.568,2025-08-15
APP0096043,JOB0046495,CAND0109676,1,0.69,2025-09-23
APP0189307,JOB0039220,CAND0129044,1,0.475,2025-08-31
APP0095470,JOB0056811,CAND0141273,0,0.412,2026-01-15
APP0019369,JOB0083524,CAND0127618,0,0.14,2025-06-19
APP0085816,JOB0032735,CAND0121170,0,0.29,2026-01-07
APP0092915,JOB0067645,CAND0184915,1,0.17,2025-02-26
APP0140245,JOB0138423,CAND0031440,0,0.23,2025-07-26
APP0164921,JOB0079885,CAND0191167,1,0.346,2025-02-26
APP0126711,JOB0017876,CAND0112152,0,0.41,2025-03-28
APP0092959,JOB0000005,CAND0007458,0,0.2,2026-01-21
APP0016046,JOB0100373,CAND0080226,1,0.41,2025-09-02
APP0062277,JOB0060625,CAND0169372,0,0.38,2025-05-29
APP0137084,JOB0085218,CAND0088031,1,0.14,2025-08-28
APP0157249,JOB0020682,CAND0191561,0,0.26,2026-01-30
APP0065128,JOB0122670,CAND0189734,0,0.14,2025-08-15
APP0138554,JOB0065889,CAND0000102,1,0.14,2025-11-12
APP0107631,JOB0123113,CAND0010432,0,0.14,2025-05-13
APP0043843,JOB0075365,CAND0003053,0,0.14,2025-10-05
APP0044613,JOB0146027,CAND0131052,0,0.14,2025-12-22
APP0112209,JOB0043419,CAND0173243,1,0.38,2025-03-13
APP0062194,JOB0088269,CAND0197299,0,0.2,2025-03-08
APP0137504,JOB0038399,CAND0128860,0,0.14,2025-11-25
APP0033111,JOB0110685,CAND0028807,1,0.32,2025-09-22
APP0036601,JOB0053535,CAND0028050,1,0.2,2025-12-05
APP0077450,JOB0080862,CAND0034412,1,0.558,2025-11-27
APP0043270,JOB0142151,CAND0104405,0,0.17,2025-12-23
APP0196406,JOB0025905,CAND0120983,1,0.41,2025-02-20
APP0033613,JOB0100833,CAND0002552,0,0.35,2025-05-10
APP0110063,JOB0029107,CAND0054688,0,0.41,2026-01-28
APP0136869,JOB0062391,CAND0108810,1,0.433,2026-01-24
APP0141848,JOB0002652,CAND0070814,1,0.35,2025-04-21
APP0032936,JOB0040490,CAND0122790,0,0.23,2026-01-17
APP0024884,JOB0075105,CAND0171941,0,0.14,2025-12-27
APP0068259,JOB0093190,CAND0178288,0,0.23,2025-02-11
APP0088038,JOB0073974,CAND0178068,0,0.32,2025-08-13
APP0146121,JOB0030493,CAND0097058,0,0.14,2025-12-19
APP0036967,JOB0034077,CAND0044854,0,0.35,2025-12-21
APP0074478,JOB0095346,CAND0119143,1,0.17,2025-02-20
APP0041332,JOB0072840,CAND0087647,1,0.29,2025-11-20
APP0171289,JOB0055449,CAND0003368,1,0.32,2025-03-05
APP0078340,JOB0124129,CAND0060650,0,0.2,2025-06-26
APP0097419,JOB0084913,CAND0186627,1,0.2,2025-04-27
APP0062655,JOB0142191,CAND0083607,0,0.14,2025-12-20
APP0103715,JOB0119496,CAND0184226,1,0.14,2025-10-23
APP0006428,JOB0030118,CAND0135428,0,0.14,2025-06-05
APP0043897,JOB0046429,CAND0153519,1,0.39,2025-12-15
APP0144608,JOB0133222,CAND0007545,0,0.2,2025-05-31
APP0014617,JOB0057819,CAND0117756,0,0.542,2025-07-15
APP0103937,JOB0032379,CAND0053457,1,0.632,2025-09-18
APP0130477,JOB0126589,CAND0190706,0,0.272,2025-12-04
APP0137699,JOB0127405,CAND0016036,0,0.433,2025-03-09
APP0112187,JOB0052827,CAND0044263,1,0.38,2026-02-01
APP0160508,JOB0099046,CAND0002958,0,0.23,2025-04-15
APP0065699,JOB0035601,CAND0015280,0,0.14,2025-06-08
APP0096561,JOB0031415,CAND0041277,1,0.535,2026-01-23
APP0100882,JOB0095774,CAND0039425,0,0.29,2025-10-04
APP0107077,JOB0053531,CAND0189661,1,0.38,2025-06-29
APP0068863,JOB0104701,CAND0116570,0,0.41,2025-05-12
APP0117415,JOB0026876,CAND0095577,0,0.14,2025-10-03
APP0080919,JOB0007356,CAND0162334,0,0.14,2025-05-02
APP0188905,JOB0148388,CAND0015122,0,0.14,2025-08-28
APP0035362,JOB0028152,CAND0135677,1,0.502,2026-01-06
APP0080312,JOB0062343,CAND0088358,1,0.41,2025-08-04
APP0060627,JOB0137342,CAND0071635,0,0.24,2025-06-24
APP0013044,JOB0080011,CAND0050792,1,0.14,2026-01-11
APP0041961,JOB0072174,CAND0081723,0,0.38,2025-06-21
APP0059996,JOB0114681,CAND0057636,1,0.35,2025-09-01
APP0096633,JOB0034959,CAND0180295,0,0.17,2025-12-27
APP0121015,JOB0134767,CAND0058390,0,0.38,2025-08-16
APP0073301,JOB0099750,CAND0006261,0,0.35,2025-06-15
APP0034101,JOB0014385,CAND0106162,0,0.2,2026-01-09
APP0097283,JOB0130933,CAND0179806,0,0.26,2025-04-15
APP0065265,JOB0063801,CAND0123639,1,0.61,2025-03-24
APP0069038,JOB0048555,CAND0114306,0,0.14,2025-10-31
APP0127098,JOB0141383,CAND0098607,0,0.23,2025-10-01
APP0041833,JOB0088206,CAND0107203,0,0.32,2025-07-06
APP0164486,JOB0053328,CAND0151428,0,0.26,2025-06-02
APP0066081,JOB0093844,CAND0068665,1,0.14,2025-06-24
APP0067931,JOB0060246,CAND0094060,1,0.2,2025-06-14
APP0065469,JOB0135503,CAND0069207,0,0.32,2025-02-17
APP0123351,JOB0054449,CAND0143964,0,0.29,2025-10-29
APP0065686,JOB0020948,CAND0015206,0,0.48,2025-09-28
APP0118856,JOB0137057,CAND0094633,1,0.34,2025-05-11
APP0017708,JOB0012439,CAND0119108,0,0.32,2025-12-22
APP0105113,JOB0074124,CAND0065276,0,0.17,2025-11-11
APP0168341,JOB0046700,CAND0049097,0,0.29,2025-09-03
APP0142717,JOB0109510,CAND0144384,1,0.41,2025-02-16
APP0059720,JOB0037879,CAND0145958,0,0.533,2025-08-06
APP0051191,JOB0135925,CAND0067440,0,0.14,2025-03-01
APP0118759,JOB0088193,CAND0066797,1,0.29,2025-03-24
APP0007585,JOB0069908,CAND0021166,0,0.14,2025-04-27
APP0142300,JOB0063366,CAND0099849,1,0.24,2025-09-01
APP0050340,JOB0067601,CAND0130677,0,0.433,2025-11-08
APP0085378,JOB0112692,CAND0111585,0,0.14,2025-09-10
APP0014371,JOB0086881,CAND0011863,0,0.2,2025-03-28
APP0048211,JOB0081841,CAND0035696,0,0.44,2025-03-14
APP0033076,JOB0063987,CAND0070429,1,0.331,2025-07-10
APP0053732,JOB0078689,CAND0104934,1,0.451,2025-09-12
APP0097767,JOB0068570,CAND0126063,0,0.343,2025-03-31
APP0167227,JOB0146530,CAND0060110,0,0.2,2025-05-26
APP0079668,JOB0072691,CAND0159240,0,0.14,2025-05-07
APP0061450,JOB0130245,CAND0150830,0,0.41,2025-09-05
APP0172108,JOB0116209,CAND0168701,0,0.341,2025-06-11
APP0096010,JOB0116254,CAND0019789,1,0.14,2025-09-03
APP0111009,JOB0043638,CAND0121423,0,0.14,2025-08-15
APP0026021,JOB0097594,CAND0054308,0,0.17,2025-05-13
APP0191482,JOB0123558,CAND0045794,0,0.433,2025-06-22
APP0127404,JOB0118434,CAND0125514,0,0.32,2026-01-04
APP0076958,JOB0117198,CAND0176283,0,0.44,2025-09-14
APP0133550,JOB0122144,CAND0192498,0,0.14,2025-06-20
APP0057101,JOB0087266,CAND0006597,1,0.57,2025-03-01
APP0008562,JOB0033001,CAND0188833,0,0.38,2026-01-28
APP0028450,JOB0039689,CAND0042885,0,0.14,2025-09-17
APP0048491,JOB0057090,CAND0140986,0,0.44,2026-01-08
APP0003616,JOB0060249,CAND0143973,0,0.44,2025-03-29
APP0042303,JOB0121176,CAND0102218,1,0.14,2025-03-16
APP0196821,JOB0034220,CAND0133672,1,0.38,2025-09-11
APP0171833,JOB0046329,CAND0105677,0,0.38,2025-04-26
APP0163185,JOB0139688,CAND0045627,1,0.14,2025-09-01
APP0169491,JOB0018002,CAND0007860,0,0.14,2026-01-07
APP0001450,JOB0111832,CAND0192965,0,0.23,2025-07-27
APP0042225,JOB0139435,CAND0077439,0,0.35,2025-05-20
APP0178522,JOB0051214,CAND0199784,0,0.17,2025-04-16
APP0191644,JOB0108281,CAND0100101,0,0.2,2025-10-16
APP0004208,JOB0083670,CAND0034368,1,0.461,2025-03-05
APP0059879,JOB0079733,CAND0190508,1,0.563,2025-11-29
APP0173732,JOB0117909,CAND0036553,1,0.44,2025-05-05
APP0120422,JOB0052873,CAND0081316,1,0.23,2025-09-15
APP0037770,JOB0090707,CAND0035352,0,0.61,2025-05-01
APP0131454,JOB0119921,CAND0111206,0,0.32,2025-09-09
APP0049677,JOB0007461,CAND0143790,1,0.39,2025-09-12
APP0057850,JOB0126546,CAND0014294,0,0.14,2025-10-31
APP0078165,JOB0030716,CAND0151483,0,0.14,2025-10-07
APP0149227,JOB0080718,CAND0004563,1,0.38,2025-08-08
